plot,Date,Recorder,Observer,Quadrant,Zone,Litt.depth,month,conmod,disturbed,seeded,wateredJul2012 
706,6/19/14,CD,HR,S,Outer,0.5,6,Salsola,FALSE,FALSE,FALSE
706,6/19/14,CD,HR,W,Inner,3,6,Salsola,FALSE,FALSE,FALSE
706,6/19/14,CD,HR,W,Outer,1,6,Salsola,FALSE,FALSE,FALSE
707,10/26/14,SM,SF,N,Inner,1,10,Salsola,FALSE,TRUE,TRUE
707,10/26/14,SM,SF,N,Outer,0.5,10,Salsola,FALSE,TRUE,TRUE
707,10/26/14,SM,SF,E,Inner,0.5,10,Salsola,FALSE,TRUE,TRUE
707,10/26/14,SM,SF,E,Outer,0.5,10,Salsola,FALSE,TRUE,TRUE
707,10/26/14,SM,SF,S,Inner,1,10,Salsola,FALSE,TRUE,TRUE
707,10/26/14,SM,SF,S,Outer,1.5,10,Salsola,FALSE,TRUE,TRUE
707,10/26/14,SM,SF,W,Inner,1.5,10,Salsola,FALSE,TRUE,TRUE
707,10/26/14,SM,SF,W,Outer,1.5,10,Salsola,FALSE,TRUE,TRUE
707,6/19/14,CD,HR,N,Inner,11,6,Salsola,FALSE,TRUE,TRUE
707,6/19/14,CD,HR,N,Outer,10,6,Salsola,FALSE,TRUE,TRUE
707,6/19/14,CD,HR,E,Inner,13,6,Salsola,FALSE,TRUE,TRUE
707,6/19/14,CD,HR,E,Outer,10,6,Salsola,FALSE,TRUE,TRUE
707,6/19/14,CD,HR,S,Inner,10,6,Salsola,FALSE,TRUE,TRUE
707,6/19/14,CD,HR,S,Outer,10,6,Salsola,FALSE,TRUE,TRUE
707,6/19/14,CD,HR,W,Inner,11,6,Salsola,FALSE,TRUE,TRUE
707,6/19/14,CD,HR,W,Outer,11,6,Salsola,FALSE,TRUE,TRUE
708,10/26/14,SM,SF,N,Inner,1,10,Salsola,FALSE,TRUE,FALSE
708,10/26/14,SM,SF,N,Outer,0.5,10,Salsola,FALSE,TRUE,FALSE
708,10/26/14,SM,SF,E,Inner,1,10,Salsola,FALSE,TRUE,FALSE
708,10/26/14,SM,SF,E,Outer,0.5,10,Salsola,FALSE,TRUE,FALSE
708,10/26/14,SM,SF,S,Inner,1,10,Salsola,FALSE,TRUE,FALSE
708,10/26/14,SM,SF,S,Outer,0.5,10,Salsola,FALSE,TRUE,FALSE
708,10/26/14,SM,SF,W,Inner,1,10,Salsola,FALSE,TRUE,FALSE
708,10/26/14,SM,SF,W,Outer,0.1,10,Salsola,FALSE,TRUE,FALSE
708,6/19/14,CD,HR,N,Inner,9,6,Salsola,FALSE,TRUE,FALSE
708,6/19/14,CD,HR,N,Outer,13,6,Salsola,FALSE,TRUE,FALSE
708,6/19/14,CD,HR,E,Inner,7,6,Salsola,FALSE,TRUE,FALSE
708,6/19/14,CD,HR,E,Outer,9,6,Salsola,FALSE,TRUE,FALSE
708,6/19/14,CD,HR,S,Inner,17,6,Salsola,FALSE,TRUE,FALSE
708,6/19/14,CD,HR,S,Outer,13,6,Salsola,FALSE,TRUE,FALSE
708,6/19/14,CD,HR,W,Inner,10,6,Salsola,FALSE,TRUE,FALSE
708,6/19/14,CD,HR,W,Outer,15,6,Salsola,FALSE,TRUE,FALSE
709,10/26/14,SM,SF,N,Inner,0,10,Salsola,FALSE,FALSE,TRUE
709,10/26/14,SM,SF,N,Outer,0.1,10,Salsola,FALSE,FALSE,TRUE
709,10/26/14,SM,SF,E,Inner,0,10,Salsola,FALSE,FALSE,TRUE
709,10/26/14,SM,SF,E,Outer,0,10,Salsola,FALSE,FALSE,TRUE
709,10/26/14,SM,SF,S,Inner,0,10,Salsola,FALSE,FALSE,TRUE
709,10/26/14,SM,SF,S,Outer,0,10,Salsola,FALSE,FALSE,TRUE
709,10/26/14,SM,SF,W,Inner,0,10,Salsola,FALSE,FALSE,TRUE
709,10/26/14,SM,SF,W,Outer,0,10,Salsola,FALSE,FALSE,TRUE
709,6/19/14,CD,HR,N,Inner,0,6,Salsola,FALSE,FALSE,TRUE
709,6/19/14,CD,HR,N,Outer,0,6,Salsola,FALSE,FALSE,TRUE
709,6/19/14,CD,HR,E,Inner,0,6,Salsola,FALSE,FALSE,TRUE
709,6/19/14,CD,HR,E,Outer,0,6,Salsola,FALSE,FALSE,TRUE
709,6/19/14,CD,HR,S,Inner,0,6,Salsola,FALSE,FALSE,TRUE
709,6/19/14,CD,HR,S,Outer,0,6,Salsola,FALSE,FALSE,TRUE
709,6/19/14,CD,HR,W,Inner,0,6,Salsola,FALSE,FALSE,TRUE
709,6/19/14,CD,HR,W,Outer,0,6,Salsola,FALSE,FALSE,TRUE
710,10/26/14,SM,SF,N,Inner,0,10,Bare,FALSE,FALSE,FALSE
710,10/26/14,SM,SF,N,Outer,0,10,Bare,FALSE,FALSE,FALSE
710,10/26/14,SM,SF,E,Inner,0,10,Bare,FALSE,FALSE,FALSE
710,10/26/14,SM,SF,E,Outer,0,10,Bare,FALSE,FALSE,FALSE
710,10/26/14,SM,SF,S,Inner,0,10,Bare,FALSE,FALSE,FALSE
710,10/26/14,SM,SF,S,Outer,0,10,Bare,FALSE,FALSE,FALSE
710,10/26/14,SM,SF,W,Inner,0,10,Bare,FALSE,FALSE,FALSE
710,10/26/14,SM,SF,W,Outer,0,10,Bare,FALSE,FALSE,FALSE
710,6/19/14,CD,HR,N,Inner,0,6,Bare,FALSE,FALSE,FALSE
710,6/19/14,CD,HR,N,Outer,0,6,Bare,FALSE,FALSE,FALSE
710,6/19/14,CD,HR,E,Inner,0,6,Bare,FALSE,FALSE,FALSE
710,6/19/14,CD,HR,E,Outer,0,6,Bare,FALSE,FALSE,FALSE
710,6/19/14,CD,HR,S,Inner,0,6,Bare,FALSE,FALSE,FALSE
710,6/19/14,CD,HR,S,Outer,0,6,Bare,FALSE,FALSE,FALSE
710,6/19/14,CD,HR,W,Inner,0,6,Bare,FALSE,FALSE,FALSE
710,6/19/14,CD,HR,W,Outer,0,6,Bare,FALSE,FALSE,FALSE
711,10/26/14,SM,SF,N,Inner,1,10,Fence,FALSE,FALSE,TRUE
711,10/26/14,SM,SF,N,Outer,0.5,10,Fence,FALSE,FALSE,TRUE
711,10/26/14,SM,SF,E,Inner,0.5,10,Fence,FALSE,FALSE,TRUE
711,10/26/14,SM,SF,E,Outer,0.5,10,Fence,FALSE,FALSE,TRUE
711,10/26/14,SM,SF,S,Inner,0.5,10,Fence,FALSE,FALSE,TRUE
711,10/26/14,SM,SF,S,Outer,0.1,10,Fence,FALSE,FALSE,TRUE
711,10/26/14,SM,SF,W,Inner,1,10,Fence,FALSE,FALSE,TRUE
711,10/26/14,SM,SF,W,Outer,0.5,10,Fence,FALSE,FALSE,TRUE
711,6/19/14,CD,HR,N,Inner,10,6,Fence,FALSE,FALSE,TRUE
711,6/19/14,CD,HR,N,Outer,5,6,Fence,FALSE,FALSE,TRUE
711,6/19/14,CD,HR,E,Inner,0.5,6,Fence,FALSE,FALSE,TRUE
711,6/19/14,CD,HR,E,Outer,0,6,Fence,FALSE,FALSE,TRUE
711,6/19/14,CD,HR,S,Inner,4,6,Fence,FALSE,FALSE,TRUE
711,6/19/14,CD,HR,S,Outer,0.5,6,Fence,FALSE,FALSE,TRUE
711,6/19/14,CD,HR,W,Inner,6,6,Fence,FALSE,FALSE,TRUE
711,6/19/14,CD,HR,W,Outer,5,6,Fence,FALSE,FALSE,TRUE
712,10/26/14,SM,SF,N,Inner,0,10,Bare,FALSE,TRUE,FALSE
712,10/26/14,SM,SF,N,Outer,0,10,Bare,FALSE,TRUE,FALSE
712,10/26/14,SM,SF,E,Inner,0,10,Bare,FALSE,TRUE,FALSE
712,10/26/14,SM,SF,E,Outer,0,10,Bare,FALSE,TRUE,FALSE
712,10/26/14,SM,SF,S,Inner,0,10,Bare,FALSE,TRUE,FALSE
712,10/26/14,SM,SF,S,Outer,0.1,10,Bare,FALSE,TRUE,FALSE
712,10/26/14,SM,SF,W,Inner,0,10,Bare,FALSE,TRUE,FALSE
712,10/26/14,SM,SF,W,Outer,0,10,Bare,FALSE,TRUE,FALSE
712,6/19/14,CD,HR,N,Inner,0,6,Bare,FALSE,TRUE,FALSE
712,6/19/14,CD,HR,N,Outer,0,6,Bare,FALSE,TRUE,FALSE
712,6/19/14,CD,HR,E,Inner,0,6,Bare,FALSE,TRUE,FALSE
712,6/19/14,CD,HR,E,Outer,0,6,Bare,FALSE,TRUE,FALSE
712,6/19/14,CD,HR,S,Inner,0,6,Bare,FALSE,TRUE,FALSE
712,6/19/14,CD,HR,S,Outer,0.5,6,Bare,FALSE,TRUE,FALSE
712,6/19/14,CD,HR,W,Inner,0,6,Bare,FALSE,TRUE,FALSE
712,6/19/14,CD,HR,W,Outer,0,6,Bare,FALSE,TRUE,FALSE
713,10/26/14,SM,SF,N,Inner,0.1,10,Fence,TRUE,TRUE,FALSE
713,10/26/14,SM,SF,N,Outer,0.1,10,Fence,TRUE,TRUE,FALSE
713,10/26/14,SM,SF,E,Inner,0,10,Fence,TRUE,TRUE,FALSE
713,10/26/14,SM,SF,E,Outer,0.1,10,Fence,TRUE,TRUE,FALSE
713,10/26/14,SM,SF,S,Inner,0.5,10,Fence,TRUE,TRUE,FALSE
713,10/26/14,SM,SF,S,Outer,0.1,10,Fence,TRUE,TRUE,FALSE
713,10/26/14,SM,SF,W,Inner,0.1,10,Fence,TRUE,TRUE,FALSE
713,10/26/14,SM,SF,W,Outer,0.1,10,Fence,TRUE,TRUE,FALSE
713,6/19/14,CD,HR,N,Inner,1,6,Fence,TRUE,TRUE,FALSE
713,6/19/14,CD,HR,N,Outer,0.5,6,Fence,TRUE,TRUE,FALSE
713,6/19/14,CD,HR,E,Inner,0.5,6,Fence,TRUE,TRUE,FALSE
713,6/19/14,CD,HR,E,Outer,0,6,Fence,TRUE,TRUE,FALSE
713,6/19/14,CD,HR,S,Inner,2,6,Fence,TRUE,TRUE,FALSE
713,6/19/14,CD,HR,S,Outer,0.5,6,Fence,TRUE,TRUE,FALSE
713,6/19/14,CD,HR,W,Inner,1,6,Fence,TRUE,TRUE,FALSE
713,6/19/14,CD,HR,W,Outer,0.5,6,Fence,TRUE,TRUE,FALSE
714,10/26/14,SM,SF,N,Inner,0,10,Bare,TRUE,FALSE,TRUE
714,10/26/14,SM,SF,N,Outer,0,10,Bare,TRUE,FALSE,TRUE
714,10/26/14,SM,SF,E,Inner,0,10,Bare,TRUE,FALSE,TRUE
714,10/26/14,SM,SF,E,Outer,0,10,Bare,TRUE,FALSE,TRUE
714,10/26/14,SM,SF,S,Inner,0,10,Bare,TRUE,FALSE,TRUE
714,10/26/14,SM,SF,S,Outer,0.1,10,Bare,TRUE,FALSE,TRUE
714,10/26/14,SM,SF,W,Inner,0,10,Bare,TRUE,FALSE,TRUE
714,10/26/14,SM,SF,W,Outer,0,10,Bare,TRUE,FALSE,TRUE
714,6/19/14,CD,HR,N,Inner,0,6,Bare,TRUE,FALSE,TRUE
714,6/19/14,CD,HR,N,Outer,0,6,Bare,TRUE,FALSE,TRUE
714,6/19/14,CD,HR,E,Inner,0,6,Bare,TRUE,FALSE,TRUE
714,6/19/14,CD,HR,E,Outer,0,6,Bare,TRUE,FALSE,TRUE
714,6/19/14,CD,HR,S,Inner,0,6,Bare,TRUE,FALSE,TRUE
714,6/19/14,CD,HR,S,Outer,0,6,Bare,TRUE,FALSE,TRUE
714,6/19/14,CD,HR,W,Inner,0,6,Bare,TRUE,FALSE,TRUE
714,6/19/14,CD,HR,W,Outer,0,6,Bare,TRUE,FALSE,TRUE
715,10/26/14,SM,SF,N,Inner,0.5,10,Fence,TRUE,FALSE,TRUE
715,10/26/14,SM,SF,N,Outer,0.5,10,Fence,TRUE,FALSE,TRUE
715,10/26/14,SM,SF,E,Inner,0,10,Fence,TRUE,FALSE,TRUE
715,10/26/14,SM,SF,E,Outer,0,10,Fence,TRUE,FALSE,TRUE
715,10/26/14,SM,SF,S,Inner,0.5,10,Fence,TRUE,FALSE,TRUE
715,10/26/14,SM,SF,S,Outer,0.1,10,Fence,TRUE,FALSE,TRUE
715,10/26/14,SM,SF,W,Inner,0.5,10,Fence,TRUE,FALSE,TRUE
715,10/26/14,SM,SF,W,Outer,0.1,10,Fence,TRUE,FALSE,TRUE
715,6/19/14,CD,HR,N,Inner,2,6,Fence,TRUE,FALSE,TRUE
715,6/19/14,CD,HR,N,Outer,1,6,Fence,TRUE,FALSE,TRUE
715,6/19/14,CD,HR,E,Inner,0.5,6,Fence,TRUE,FALSE,TRUE
715,6/19/14,CD,HR,E,Outer,0,6,Fence,TRUE,FALSE,TRUE
715,6/19/14,CD,HR,S,Inner,2,6,Fence,TRUE,FALSE,TRUE
715,6/19/14,CD,HR,S,Outer,1,6,Fence,TRUE,FALSE,TRUE
715,6/19/14,CD,HR,W,Inner,2,6,Fence,TRUE,FALSE,TRUE
715,6/19/14,CD,HR,W,Outer,0.5,6,Fence,TRUE,FALSE,TRUE
716,10/26/14,SM,SF,N,Inner,0.1,10,Fence,FALSE,FALSE,FALSE
716,10/26/14,SM,SF,N,Outer,0.1,10,Fence,FALSE,FALSE,FALSE
716,10/26/14,SM,SF,E,Inner,0,10,Fence,FALSE,FALSE,FALSE
716,10/26/14,SM,SF,E,Outer,0.1,10,Fence,FALSE,FALSE,FALSE
716,10/26/14,SM,SF,S,Inner,0.5,10,Fence,FALSE,FALSE,FALSE
716,10/26/14,SM,SF,S,Outer,0.5,10,Fence,FALSE,FALSE,FALSE
716,10/26/14,SM,SF,W,Inner,0.5,10,Fence,FALSE,FALSE,FALSE
716,10/26/14,SM,SF,W,Outer,0.5,10,Fence,FALSE,FALSE,FALSE
716,6/19/14,CD,HR,N,Inner,0.5,6,Fence,FALSE,FALSE,FALSE
716,6/19/14,CD,HR,N,Outer,0.5,6,Fence,FALSE,FALSE,FALSE
716,6/19/14,CD,HR,E,Inner,0,6,Fence,FALSE,FALSE,FALSE
716,6/19/14,CD,HR,E,Outer,0,6,Fence,FALSE,FALSE,FALSE
716,6/19/14,CD,HR,S,Inner,1,6,Fence,FALSE,FALSE,FALSE
716,6/19/14,CD,HR,S,Outer,0.5,6,Fence,FALSE,FALSE,FALSE
716,6/19/14,CD,HR,W,Inner,1,6,Fence,FALSE,FALSE,FALSE
716,6/19/14,CD,HR,W,Outer,0.5,6,Fence,FALSE,FALSE,FALSE
717,10/26/14,SM,SF,N,Inner,0.1,10,Fence,TRUE,TRUE,TRUE
717,10/26/14,SM,SF,N,Outer,0.5,10,Fence,TRUE,TRUE,TRUE
717,10/26/14,SM,SF,E,Inner,0,10,Fence,TRUE,TRUE,TRUE
717,10/26/14,SM,SF,E,Outer,0,10,Fence,TRUE,TRUE,TRUE
717,10/26/14,SM,SF,S,Inner,0.1,10,Fence,TRUE,TRUE,TRUE
717,10/26/14,SM,SF,S,Outer,0.1,10,Fence,TRUE,TRUE,TRUE
717,10/26/14,SM,SF,W,Inner,0.5,10,Fence,TRUE,TRUE,TRUE
717,10/26/14,SM,SF,W,Outer,0.1,10,Fence,TRUE,TRUE,TRUE
717,6/19/14,CD,HR,N,Inner,0.5,6,Fence,TRUE,TRUE,TRUE
717,6/19/14,CD,HR,N,Outer,0,6,Fence,TRUE,TRUE,TRUE
717,6/19/14,CD,HR,E,Inner,0,6,Fence,TRUE,TRUE,TRUE
717,6/19/14,CD,HR,E,Outer,0,6,Fence,TRUE,TRUE,TRUE
717,6/19/14,CD,HR,S,Inner,1,6,Fence,TRUE,TRUE,TRUE
717,6/19/14,CD,HR,S,Outer,0.5,6,Fence,TRUE,TRUE,TRUE
717,6/19/14,CD,HR,W,Inner,3,6,Fence,TRUE,TRUE,TRUE
717,6/19/14,CD,HR,W,Outer,0.5,6,Fence,TRUE,TRUE,TRUE
718,10/26/14,SM,SF,N,Inner,0,10,Bare,TRUE,FALSE,FALSE
718,10/26/14,SM,SF,N,Outer,0,10,Bare,TRUE,FALSE,FALSE
718,10/26/14,SM,SF,E,Inner,0,10,Bare,TRUE,FALSE,FALSE
718,10/26/14,SM,SF,E,Outer,0,10,Bare,TRUE,FALSE,FALSE
718,10/26/14,SM,SF,S,Inner,0,10,Bare,TRUE,FALSE,FALSE
718,10/26/14,SM,SF,S,Outer,0,10,Bare,TRUE,FALSE,FALSE
718,10/26/14,SM,SF,W,Inner,0,10,Bare,TRUE,FALSE,FALSE
718,10/26/14,SM,SF,W,Outer,0.1,10,Bare,TRUE,FALSE,FALSE
718,6/19/14,CD,HR,N,Inner,0,6,Bare,TRUE,FALSE,FALSE
718,6/19/14,CD,HR,N,Outer,0,6,Bare,TRUE,FALSE,FALSE
718,6/19/14,CD,HR,E,Inner,0.5,6,Bare,TRUE,FALSE,FALSE
718,6/19/14,CD,HR,E,Outer,0,6,Bare,TRUE,FALSE,FALSE
718,6/19/14,CD,HR,S,Inner,0,6,Bare,TRUE,FALSE,FALSE
718,6/19/14,CD,HR,S,Outer,0,6,Bare,TRUE,FALSE,FALSE
718,6/19/14,CD,HR,W,Inner,0,6,Bare,TRUE,FALSE,FALSE
718,6/19/14,CD,HR,W,Outer,0,6,Bare,TRUE,FALSE,FALSE
719,10/26/14,SM,SF,N,Inner,0,10,Bare,FALSE,FALSE,TRUE
719,10/26/14,SM,SF,N,Outer,0,10,Bare,FALSE,FALSE,TRUE
719,10/26/14,SM,SF,E,Inner,0,10,Bare,FALSE,FALSE,TRUE
719,10/26/14,SM,SF,E,Outer,0,10,Bare,FALSE,FALSE,TRUE
719,10/26/14,SM,SF,S,Inner,0,10,Bare,FALSE,FALSE,TRUE
719,10/26/14,SM,SF,S,Outer,0,10,Bare,FALSE,FALSE,TRUE
719,10/26/14,SM,SF,W,Inner,0,10,Bare,FALSE,FALSE,TRUE
719,10/26/14,SM,SF,W,Outer,0,10,Bare,FALSE,FALSE,TRUE
719,6/19/14,CD,HR,N,Inner,0,6,Bare,FALSE,FALSE,TRUE
719,6/19/14,CD,HR,N,Outer,0,6,Bare,FALSE,FALSE,TRUE
719,6/19/14,CD,HR,E,Inner,0,6,Bare,FALSE,FALSE,TRUE
719,6/19/14,CD,HR,E,Outer,0,6,Bare,FALSE,FALSE,TRUE
719,6/19/14,CD,HR,S,Inner,0,6,Bare,FALSE,FALSE,TRUE
719,6/19/14,CD,HR,S,Outer,0,6,Bare,FALSE,FALSE,TRUE
719,6/19/14,CD,HR,W,Inner,0,6,Bare,FALSE,FALSE,TRUE
719,6/19/14,CD,HR,W,Outer,0,6,Bare,FALSE,FALSE,TRUE
720,10/26/14,SM,SF,N,Inner,0.5,10,Fence,FALSE,TRUE,TRUE
720,10/26/14,SM,SF,N,Outer,0.5,10,Fence,FALSE,TRUE,TRUE
720,10/26/14,SM,SF,E,Inner,0.1,10,Fence,FALSE,TRUE,TRUE
720,10/26/14,SM,SF,E,Outer,0.1,10,Fence,FALSE,TRUE,TRUE
720,10/26/14,SM,SF,S,Inner,0.5,10,Fence,FALSE,TRUE,TRUE
720,10/26/14,SM,SF,S,Outer,0.5,10,Fence,FALSE,TRUE,TRUE
720,10/26/14,SM,SF,W,Inner,0.5,10,Fence,FALSE,TRUE,TRUE
720,10/26/14,SM,SF,W,Outer,0.5,10,Fence,FALSE,TRUE,TRUE
720,6/19/14,CD,HR,N,Inner,0.5,6,Fence,FALSE,TRUE,TRUE
720,6/19/14,CD,HR,N,Outer,1,6,Fence,FALSE,TRUE,TRUE
720,6/19/14,CD,HR,E,Inner,0.5,6,Fence,FALSE,TRUE,TRUE
720,6/19/14,CD,HR,E,Outer,0.5,6,Fence,FALSE,TRUE,TRUE
720,6/19/14,CD,HR,S,Inner,3,6,Fence,FALSE,TRUE,TRUE
720,6/19/14,CD,HR,S,Outer,0.5,6,Fence,FALSE,TRUE,TRUE
720,6/19/14,CD,HR,W,Inner,4,6,Fence,FALSE,TRUE,TRUE
720,6/19/14,CD,HR,W,Outer,2,6,Fence,FALSE,TRUE,TRUE
721,10/26/14,SM,SF,N,Inner,0,10,Fence,FALSE,TRUE,FALSE
721,10/26/14,SM,SF,N,Outer,0.1,10,Fence,FALSE,TRUE,FALSE
721,10/26/14,SM,SF,E,Inner,0,10,Fence,FALSE,TRUE,FALSE
721,10/26/14,SM,SF,E,Outer,0.1,10,Fence,FALSE,TRUE,FALSE
721,10/26/14,SM,SF,S,Inner,0.5,10,Fence,FALSE,TRUE,FALSE
721,10/26/14,SM,SF,S,Outer,0.5,10,Fence,FALSE,TRUE,FALSE
721,10/26/14,SM,SF,W,Inner,0.5,10,Fence,FALSE,TRUE,FALSE
721,10/26/14,SM,SF,W,Outer,0.1,10,Fence,FALSE,TRUE,FALSE
721,6/19/14,CD,HR,N,Inner,0.5,6,Fence,FALSE,TRUE,FALSE
721,6/19/14,CD,HR,N,Outer,0,6,Fence,FALSE,TRUE,FALSE
721,6/19/14,CD,HR,E,Inner,0.5,6,Fence,FALSE,TRUE,FALSE
721,6/19/14,CD,HR,E,Outer,0,6,Fence,FALSE,TRUE,FALSE
721,6/19/14,CD,HR,S,Inner,1.5,6,Fence,FALSE,TRUE,FALSE
721,6/19/14,CD,HR,S,Outer,0.5,6,Fence,FALSE,TRUE,FALSE
721,6/19/14,CD,HR,W,Inner,2,6,Fence,FALSE,TRUE,FALSE
721,6/19/14,CD,HR,W,Outer,0.5,6,Fence,FALSE,TRUE,FALSE
722,10/26/14,SM,SF,N,Inner,0.5,10,Bare,FALSE,TRUE,TRUE
722,10/26/14,SM,SF,N,Outer,0,10,Bare,FALSE,TRUE,TRUE
722,10/26/14,SM,SF,E,Inner,0,10,Bare,FALSE,TRUE,TRUE
722,10/26/14,SM,SF,E,Outer,0,10,Bare,FALSE,TRUE,TRUE
722,10/26/14,SM,SF,S,Inner,0,10,Bare,FALSE,TRUE,TRUE
722,10/26/14,SM,SF,S,Outer,0,10,Bare,FALSE,TRUE,TRUE
722,10/26/14,SM,SF,W,Inner,0.5,10,Bare,FALSE,TRUE,TRUE
722,10/26/14,SM,SF,W,Outer,0.1,10,Bare,FALSE,TRUE,TRUE
722,6/19/14,CD,HR,N,Inner,0,6,Bare,FALSE,TRUE,TRUE
722,6/19/14,CD,HR,N,Outer,0,6,Bare,FALSE,TRUE,TRUE
722,6/19/14,CD,HR,E,Inner,0,6,Bare,FALSE,TRUE,TRUE
722,6/19/14,CD,HR,E,Outer,0,6,Bare,FALSE,TRUE,TRUE
722,6/19/14,CD,HR,S,Inner,0,6,Bare,FALSE,TRUE,TRUE
722,6/19/14,CD,HR,S,Outer,0,6,Bare,FALSE,TRUE,TRUE
722,6/19/14,CD,HR,W,Inner,0,6,Bare,FALSE,TRUE,TRUE
722,6/19/14,CD,HR,W,Outer,0,6,Bare,FALSE,TRUE,TRUE
723,10/26/14,SM,SF,N,Inner,0.1,10,Fence,TRUE,FALSE,FALSE
723,10/26/14,SM,SF,N,Outer,0.1,10,Fence,TRUE,FALSE,FALSE
723,10/26/14,SM,SF,E,Inner,0,10,Fence,TRUE,FALSE,FALSE
723,10/26/14,SM,SF,E,Outer,0.1,10,Fence,TRUE,FALSE,FALSE
723,10/26/14,SM,SF,S,Inner,0.1,10,Fence,TRUE,FALSE,FALSE
723,10/26/14,SM,SF,S,Outer,0.1,10,Fence,TRUE,FALSE,FALSE
723,10/26/14,SM,SF,W,Inner,0.5,10,Fence,TRUE,FALSE,FALSE
723,10/26/14,SM,SF,W,Outer,0.1,10,Fence,TRUE,FALSE,FALSE
723,6/19/14,CD,HR,N,Inner,1,6,Fence,TRUE,FALSE,FALSE
723,6/19/14,CD,HR,N,Outer,0.5,6,Fence,TRUE,FALSE,FALSE
723,6/19/14,CD,HR,E,Inner,0.5,6,Fence,TRUE,FALSE,FALSE
723,6/19/14,CD,HR,E,Outer,0,6,Fence,TRUE,FALSE,FALSE
723,6/19/14,CD,HR,S,Inner,2,6,Fence,TRUE,FALSE,FALSE
723,6/19/14,CD,HR,S,Outer,0.5,6,Fence,TRUE,FALSE,FALSE
723,6/19/14,CD,HR,W,Inner,1,6,Fence,TRUE,FALSE,FALSE
723,6/19/14,CD,HR,W,Outer,1,6,Fence,TRUE,FALSE,FALSE
724,10/26/14,SM,SF,N,Inner,0,10,Bare,TRUE,TRUE,FALSE
724,10/26/14,SM,SF,N,Outer,0.1,10,Bare,TRUE,TRUE,FALSE
724,10/26/14,SM,SF,E,Inner,0,10,Bare,TRUE,TRUE,FALSE
724,10/26/14,SM,SF,E,Outer,0,10,Bare,TRUE,TRUE,FALSE
724,10/26/14,SM,SF,S,Inner,0,10,Bare,TRUE,TRUE,FALSE
724,10/26/14,SM,SF,S,Outer,0,10,Bare,TRUE,TRUE,FALSE
724,10/26/14,SM,SF,W,Inner,0,10,Bare,TRUE,TRUE,FALSE
724,10/26/14,SM,SF,W,Outer,0.1,10,Bare,TRUE,TRUE,FALSE
724,6/19/14,CD,HR,N,Inner,0,6,Bare,TRUE,TRUE,FALSE
724,6/19/14,CD,HR,N,Outer,0,6,Bare,TRUE,TRUE,FALSE
724,6/19/14,CD,HR,E,Inner,0,6,Bare,TRUE,TRUE,FALSE
724,6/19/14,CD,HR,E,Outer,0,6,Bare,TRUE,TRUE,FALSE
724,6/19/14,CD,HR,S,Inner,0,6,Bare,TRUE,TRUE,FALSE
724,6/19/14,CD,HR,S,Outer,0,6,Bare,TRUE,TRUE,FALSE
724,6/19/14,CD,HR,W,Inner,0,6,Bare,TRUE,TRUE,FALSE
724,6/19/14,CD,HR,W,Outer,0,6,Bare,TRUE,TRUE,FALSE
725,10/26/14,SM,SF,N,Inner,0,10,Bare,TRUE,TRUE,TRUE
725,10/26/14,SM,SF,N,Outer,0,10,Bare,TRUE,TRUE,TRUE
725,10/26/14,SM,SF,E,Inner,0,10,Bare,TRUE,TRUE,TRUE
725,10/26/14,SM,SF,E,Outer,0,10,Bare,TRUE,TRUE,TRUE
725,10/26/14,SM,SF,S,Inner,0,10,Bare,TRUE,TRUE,TRUE
725,10/26/14,SM,SF,S,Outer,0,10,Bare,TRUE,TRUE,TRUE
725,10/26/14,SM,SF,W,Inner,0.1,10,Bare,TRUE,TRUE,TRUE
725,10/26/14,SM,SF,W,Outer,0,10,Bare,TRUE,TRUE,TRUE
725,6/19/14,CD,HR,N,Inner,0,6,Bare,TRUE,TRUE,TRUE
725,6/19/14,CD,HR,N,Outer,0,6,Bare,TRUE,TRUE,TRUE
725,6/19/14,CD,HR,E,Inner,0,6,Bare,TRUE,TRUE,TRUE
725,6/19/14,CD,HR,E,Outer,0,6,Bare,TRUE,TRUE,TRUE
725,6/19/14,CD,HR,S,Inner,0,6,Bare,TRUE,TRUE,TRUE
725,6/19/14,CD,HR,S,Outer,0,6,Bare,TRUE,TRUE,TRUE
725,6/19/14,CD,HR,W,Inner,0,6,Bare,TRUE,TRUE,TRUE
725,6/19/14,CD,HR,W,Outer,0,6,Bare,TRUE,TRUE,TRUE
726,10/26/14,SM,SF,N,Inner,0.5,10,Fence,TRUE,TRUE,FALSE
726,10/26/14,SM,SF,N,Outer,0.5,10,Fence,TRUE,TRUE,FALSE
726,10/26/14,SM,SF,E,Inner,0.1,10,Fence,TRUE,TRUE,FALSE
726,10/26/14,SM,SF,E,Outer,0.1,10,Fence,TRUE,TRUE,FALSE
726,10/26/14,SM,SF,S,Inner,0.1,10,Fence,TRUE,TRUE,FALSE
726,10/26/14,SM,SF,S,Outer,0.1,10,Fence,TRUE,TRUE,FALSE
726,10/26/14,SM,SF,W,Inner,2.5,10,Fence,TRUE,TRUE,FALSE
726,10/26/14,SM,SF,W,Outer,1,10,Fence,TRUE,TRUE,FALSE
726,6/19/14,CD,HR,N,Inner,0,6,Fence,TRUE,TRUE,FALSE
726,6/19/14,CD,HR,N,Outer,0,6,Fence,TRUE,TRUE,FALSE
